,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
0,"[14.089285714285714, 8.864583333333334, 8.687116564417177, 13.15962441314554]","[15.523364485981308, 9.331395348837209, 9.516778523489933, 15.541436464088397]","[18.946428571428573, 9.126506024096386, 9.287769784172662, 13.972826086956522]","[50.15596330275229, 7.757894736842105, 8.344827586206897, 9.161290322580646]","[30.382113821138212, 10.208955223880597, 9.942622950819672, 10.895238095238096]","[39.81666666666667, 8.981308411214954, 11.164835164835164, 8.869047619047619]","[14.341880341880342, 12.040462427745664, 10.32857142857143, 13.724550898203592]","[14.295918367346939, 7.4120603015075375, 6.746987951807229, 13.97991967871486]","[9.381818181818181, 9.977900552486188, 10.051136363636363, 14.206896551724139]","[19.173076923076923, 12.017045454545455, 8.819354838709678, 8.268292682926829]","[11.585034013605442, 9.192982456140351, 8.46111111111111, 10.116279069767442]","[15.506756756756756, 8.773584905660377, 8.657303370786517, 9.67027027027027]","[10.598484848484848, 9.417021276595746, 9.336683417085426, 9.350230414746544]","[17.47142857142857, 11.221590909090908, 8.753521126760564, 11.547169811320755]","[11.576923076923077, 10.575609756097561, 8.44186046511628, 13.152709359605911]","[21.612068965517242, 11.191616766467066, 7.7443609022556394, 13.496774193548386]","[13.25242718446602, 12.482587064676617, 8.294117647058824, 12.015384615384615]","[13.57258064516129, 10.685, 8.496894409937887, 12.637362637362637]","[4.573170731707317, 9.777327935222672, 7.23404255319149, 13.5]","[17.058252427184467, 12.717171717171718, 9.015384615384615, 9.568627450980392]","[12.96039603960396, 11.235849056603774, 11.005464480874316, 9.80327868852459]","[12.090909090909092, 11.636363636363637, 8.106145251396647, 9.16042780748663]","[6.929411764705883, 12.286852589641434, 6.852631578947369, 11.529680365296803]","[4.377358490566038, 12.623574144486692, 7.391304347826087, 9.339055793991417]","[10.593406593406593, 10.672340425531916, 9.558558558558559, 8.62962962962963]","[6.222222222222222, 9.987854251012147, 9.591666666666667, 9.452914798206278]","[5.04, 9.926829268292684, 9.589285714285714, 10.952173913043477]","[6.452830188679245, 9.336170212765957, 8.8, 11.666666666666666]","[6.810526315789474, 9.48936170212766, 9.412017167381974, 10.70796460176991]","[5.582608695652174, 10.080645161290322, 7.927601809954751, 11.072340425531914]","[13.491935483870968, 9.760204081632653, 9.818181818181818, 10.365591397849462]","[12.943262411347519, 11.592417061611375, 9.816091954022989, 8.982248520710058]","[5.444444444444445, 10.209821428571429, 10.65566037735849, 11.725888324873097]","[6.503875968992248, 9.336244541484715, 8.606194690265486, 11.060085836909872]","[5.127450980392157, 10.349775784753364, 10.472636815920398, 12.157894736842104]","[12.0, 11.712389380530974, 8.280898876404494, 9.384210526315789]","[8.36734693877551, 13.758474576271187, 8.317708333333334, 8.78468899521531]","[9.181818181818182, 12.10483870967742, 7.944954128440367, 8.401015228426395]","[11.63302752293578, 11.896995708154506, 8.542857142857143, 8.314720812182742]","[9.606299212598426, 12.608333333333333, 8.081632653061224, 8.472081218274111]","[30.06930693069307, 12.123287671232877, 9.859375, 11.44]","[25.201834862385322, 13.073333333333334, 10.854700854700855, 11.248062015503876]","[28.3302752293578, 12.172661870503598, 10.819672131147541, 12.008849557522124]","[23.130769230769232, 13.60135135135135, 9.916666666666666, 10.658333333333333]","[21.567164179104477, 11.092592592592593, 9.559055118110237, 11.579710144927537]","[15.900763358778626, 11.98857142857143, 10.05921052631579, 11.786666666666667]","[15.046511627906977, 13.273224043715848, 10.993197278911564, 13.006024096385541]","[20.528846153846153, 14.621118012422361, 9.308943089430894, 12.116883116883116]","[26.884057971014492, 9.4421768707483, 10.069444444444445, 8.981132075471699]","[20.042857142857144, 10.085227272727273, 9.638418079096045, 8.287671232876713]","[27.61764705882353, 10.13986013986014, 10.620437956204379, 8.148514851485148]","[27.046979865771814, 9.453416149068323, 8.701492537313433, 7.447619047619048]","[22.666666666666668, 9.2, 9.292134831460674, 7.162790697674419]","[30.983739837398375, 6.7592592592592595, 9.195121951219512, 8.688]","[21.772058823529413, 9.015625, 9.637931034482758, 7.54]","[27.640845070422536, 8.550632911392405, 8.461988304093568, 5.842105263157895]","[9.872340425531915, 10.123348017621145, 10.276018099547512, 7.974093264248705]","[7.255102040816326, 12.270408163265307, 12.32994923857868, 10.435483870967742]","[4.973684210526316, 11.781818181818181, 12.185185185185185, 9.42713567839196]","[4.0246913580246915, 12.692682926829269, 12.102678571428571, 9.46031746031746]","[5.2898550724637685, 11.980487804878049, 13.889423076923077, 9.030303030303031]","[4.083333333333333, 12.025974025974026, 12.490384615384615, 9.292079207920793]","[31.49655172413793, 5.675324675324675, 9.60909090909091, 10.781954887218046]","[19.84516129032258, 4.787878787878788, 10.598540145985401, 14.608187134502923]","[19.19871794871795, 5.118279569892473, 11.584415584415584, 13.244047619047619]","[14.80232558139535, 4.8861788617886175, 11.895953757225433, 12.423913043478262]","[9.757142857142858, 6.218543046357616, 11.603960396039604, 13.336492890995261]","[11.4070796460177, 7.536585365853658, 7.4935064935064934, 14.214574898785425]","[14.398305084745763, 8.105990783410139, 8.284023668639053, 12.443396226415095]","[14.013422818791947, 8.051724137931034, 7.0979020979020975, 13.02608695652174]","[20.0, 8.247252747252746, 8.3671875, 12.51776649746193]","[14.104347826086956, 8.881443298969073, 8.24025974025974, 13.32394366197183]","[16.926829268292682, 13.206349206349206, 8.711864406779661, 9.583333333333334]","[35.17054263565891, 10.644859813084112, 8.592233009708737, 10.831325301204819]","[22.140350877192983, 13.283950617283951, 9.795081967213115, 11.227586206896552]","[36.46280991735537, 12.405940594059405, 8.694736842105263, 10.955056179775282]","[29.35, 11.398496240601503, 7.75886524822695, 8.397849462365592]","[22.454545454545453, 14.598130841121495, 8.903225806451612, 12.74742268041237]","[2.0, 14.267605633802816, 8.969696969696969, 15.342723004694836]","[1.3333333333333333, 17.1592039800995, 8.617834394904458, 13.398009950248756]","[2.0, 16.620853080568722, 8.919463087248323, 12.727272727272727]","[2.0, 11.315126050420169, 5.728395061728395, 15.369047619047619]","[9.964601769911505, 9.777227722772277, 8.445086705202312, 13.705607476635514]","[4.297297297297297, 8.763948497854077, 6.529411764705882, 14.420664206642066]","[8.01923076923077, 9.240506329113924, 8.185792349726777, 12.404166666666667]","[9.882352941176471, 8.647058823529411, 7.388888888888889, 11.50965250965251]","[8.116504854368932, 8.449579831932773, 8.065656565656566, 11.66030534351145]","[22.40972222222222, 11.318471337579618, 8.401639344262295, 11.06015037593985]","[11.76923076923077, 15.460732984293193, 9.022058823529411, 11.92485549132948]","[19.888059701492537, 11.514450867052023, 8.015873015873016, 12.414965986394558]","[19.403225806451612, 12.932926829268293, 6.924812030075188, 12.73913043478261]","[18.4375, 15.146341463414634, 8.75, 12.324137931034484]","[6.1568627450980395, 14.073732718894009, 7.9605263157894735, 13.03]","[5.695652173913044, 13.379591836734694, 7.596153846153846, 11.7981220657277]","[5.863157894736842, 13.27927927927928, 8.670886075949367, 12.09216589861751]","[4.9772727272727275, 14.756410256410257, 6.970760233918129, 11.76]","[6.505376344086022, 14.887387387387387, 7.71523178807947, 11.492890995260664]","[13.22695035460993, 7.924324324324324, 8.475524475524475, 14.419512195121952]","[13.719178082191782, 8.473684210526315, 8.095808383233534, 11.892018779342724]","[8.33, 8.132420091324201, 7.1257142857142854, 14.606425702811245]","[6.241758241758242, 7.343612334801762, 7.196078431372549, 14.429657794676807]","[13.027522935779816, 8.77927927927928, 7.92814371257485, 12.371681415929203]",,,
1,"[21.208530805687204, 8.03, 10.663594470046084, 8.27319587628866]","[21.10326086956522, 8.73134328358209, 13.327354260089686, 7.796610169491525]","[17.371584699453553, 9.73076923076923, 13.63677130044843, 8.432692307692308]","[25.354679802955665, 8.888198757763975, 11.664864864864866, 8.044585987261147]","[48.11486486486486, 13.047619047619047, 9.333333333333334, 7.621052631578947]","[28.639240506329113, 15.270440251572326, 11.42142857142857, 9.121794871794872]","[11.727810650887575, 9.401639344262295, 11.21484375, 10.790874524714829]","[17.746113989637305, 9.463054187192117, 11.724719101123595, 12.282296650717702]","[15.178571428571429, 11.534653465346535, 14.237864077669903, 10.519417475728156]","[14.458128078817735, 11.149572649572649, 9.027173913043478, 10.750972762645915]","[12.177272727272728, 11.576, 9.957446808510639, 10.440329218106996]","[16.093896713615024, 10.857142857142858, 10.526881720430108, 9.398268398268398]","[22.66822429906542, 11.075757575757576, 9.364779874213836, 7.803191489361702]","[18.27705627705628, 9.502222222222223, 8.169934640522875, 10.293103448275861]","[19.107142857142858, 9.939086294416244, 11.942583732057416, 11.285024154589372]","[18.401162790697676, 10.077294685990339, 12.824120603015075, 10.754901960784315]","[11.847682119205299, 9.75390625, 12.331896551724139, 11.180392156862744]","[9.41139240506329, 9.016460905349794, 11.016260162601625, 13.028880866425993]","[20.46706586826347, 12.623762376237623, 10.451807228915662, 11.733333333333333]","[11.620915032679738, 9.964444444444444, 12.856, 11.277551020408163]","[17.792270531400966, 10.719047619047618, 10.380681818181818, 10.36574074074074]","[22.96923076923077, 8.053140096618357, 10.05813953488372, 10.354679802955665]","[19.35326086956522, 9.706185567010309, 11.372222222222222, 11.923444976076555]","[12.264516129032257, 12.706422018348624, 10.877551020408163, 16.56888888888889]","[14.473988439306359, 9.75462962962963, 11.470873786407767, 12.29795918367347]","[14.431506849315069, 14.32882882882883, 10.867924528301886, 13.559090909090909]","[16.865030674846626, 8.619834710743802, 13.882113821138212, 7.693333333333333]","[16.910179640718564, 13.851162790697675, 10.869047619047619, 11.290476190476191]","[31.801242236024844, 10.154838709677419, 11.548872180451127, 11.05625]","[16.383116883116884, 9.093617021276597, 13.508403361344538, 9.004237288135593]","[20.24074074074074, 9.390697674418604, 12.746606334841628, 8.646788990825687]","[26.233333333333334, 9.17741935483871, 11.161764705882353, 10.553191489361701]","[10.61111111111111, 9.945205479452055, 10.513513513513514, 8.376383763837639]","[10.466666666666667, 10.018450184501845, 10.544444444444444, 9.748091603053435]","[17.146892655367232, 12.820276497695852, 9.742138364779874, 11.963636363636363]","[8.841346153846153, 9.394822006472491, 11.442231075697212, 8.551971326164875]","[10.237209302325581, 9.558052434456929, 10.667953667953668, 8.64561403508772]","[19.51497005988024, 10.380733944954128, 11.1731843575419, 11.103139013452914]","[20.52482269503546, 14.416216216216217, 9.204545454545455, 18.880208333333332]","[11.284313725490197, 8.917266187050359, 9.42079207920792, 11.556737588652481]","[16.791666666666668, 10.625, 9.681564245810057, 12.61864406779661]","[7.141104294478527, 10.462732919254659, 10.245901639344263, 7.760797342192691]","[22.5974025974026, 9.955223880597014, 12.28491620111732, 10.892018779342724]","[18.13157894736842, 10.494623655913978, 12.36046511627907, 15.251231527093596]","[15.666666666666666, 11.319796954314722, 14.202898550724637, 11.398009950248756]","[19.664335664335663, 12.140096618357488, 13.02808988764045, 11.376811594202898]","[17.451807228915662, 11.030150753768844, 12.624277456647398, 12.669767441860465]","[24.551948051948052, 13.563829787234043, 10.761904761904763, 13.358381502890174]","[21.986206896551725, 9.455497382198953, 13.510526315789473, 11.725961538461538]","[16.426900584795323, 12.205263157894738, 12.586387434554974, 11.747619047619047]","[21.639344262295083, 11.382488479262673, 9.286666666666667, 10.366666666666667]","[20.076142131979694, 9.240506329113924, 9.425641025641026, 9.126696832579185]","[29.781420765027324, 11.144444444444444, 9.4609375, 8.506578947368421]","[22.131979695431472, 10.708920187793428, 10.187096774193549, 9.170103092783505]","[21.6280193236715, 10.166666666666666, 9.910344827586206, 9.737113402061855]","[25.387978142076502, 11.181372549019608, 9.71774193548387, 9.088669950738916]","[22.687150837988828, 9.354166666666666, 8.714285714285714, 8.817073170731707]","[13.598039215686274, 11.652509652509652, 9.371428571428572, 8.955645161290322]","[14.079365079365079, 10.091575091575091, 9.935779816513762, 9.159090909090908]","[5.591549295774648, 15.289562289562289, 10.587719298245615, 8.227611940298507]","[8.37719298245614, 17.743589743589745, 9.676991150442477, 8.95111111111111]","[4.390243902439025, 13.778125, 9.705454545454545, 8.421985815602836]","[4.530612244897959, 13.797945205479452, 11.18450184501845, 7.898245614035088]","[3.649484536082474, 13.990683229813664, 11.145328719723183, 6.5326460481099655]","[4.589473684210526, 15.394039735099337, 10.11969111969112, 8.306273062730627]","[30.717171717171716, 3.3552631578947367, 14.819444444444445, 4.666666666666667]","[18.570833333333333, 3.5625, 16.741818181818182, 4.409836065573771]","[25.211981566820278, 3.8607594936708862, 16.228448275862068, 3.632]","[35.994897959183675, 4.7701149425287355, 11.131147540983607, 4.647619047619048]","[32.31147540983606, 5.463414634146342, 16.148717948717948, 5.370786516853933]","[9.927461139896373, 9.067264573991032, 11.953125, 11.07380073800738]","[18.454054054054055, 10.184615384615384, 11.51923076923077, 10.842364532019705]","[14.257731958762887, 9.177272727272728, 11.849056603773585, 8.829787234042554]","[16.269005847953217, 8.906542056074766, 12.196506550218341, 11.039473684210526]","[13.369047619047619, 9.609649122807017, 11.665271966527197, 11.5625]","[35.40601503759399, 12.363636363636363, 10.471153846153847, 14.512820512820513]","[28.30718954248366, 12.643243243243242, 11.38888888888889, 11.825]","[10.40880503144654, 12.02510460251046, 11.261083743842365, 13.495762711864407]","[13.567251461988304, 6.695, 14.319548872180452, 10.943722943722944]","[15.122448979591837, 14.490291262135923, 6.461538461538462, 15.807339449541285]","[3.55, 8.814049586776859, 14.454225352112676, 13.11032028469751]","[1.9583333333333333, 10.476394849785407, 14.94296577946768, 14.102766798418973]","[1.7741935483870968, 9.698039215686274, 13.408304498269896, 12.526132404181185]","[1.8214285714285714, 9.654320987654321, 14.726923076923077, 14.735177865612648]","[3.4375, 7.2967032967032965, 13.584848484848484, 11.266233766233766]","[16.75257731958763, 9.5, 12.10483870967742, 8.266666666666667]","[12.891428571428571, 6.980842911877395, 12.343333333333334, 8.124542124542124]","[14.01875, 5.506072874493927, 14.875, 5.551587301587301]","[12.497297297297298, 7.024, 12.993031358885018, 8.313207547169812]","[6.926666666666667, 4.764912280701754, 14.531328320802006, 5.165217391304348]","[12.82716049382716, 9.112068965517242, 13.675438596491228, 11.05761316872428]","[13.038461538461538, 10.047619047619047, 13.343478260869565, 10.49795918367347]","[17.150943396226417, 11.489690721649485, 11.613333333333333, 15.74757281553398]","[19.624161073825505, 10.740112994350282, 14.924242424242424, 11.49740932642487]","[20.778947368421054, 9.629032258064516, 12.03012048192771, 10.884615384615385]","[4.990654205607477, 12.298850574712644, 12.092307692307692, 11.866412213740459]","[4.818965517241379, 9.81090909090909, 12.201923076923077, 9.458064516129033]","[4.894230769230769, 11.103571428571428, 13.31439393939394, 10.654275092936803]","[4.098039215686274, 11.159010600706713, 12.639097744360901, 10.628975265017667]","[4.5092592592592595, 11.480519480519481, 10.294776119402986, 10.578947368421053]","[10.372972972972972, 7.364, 13.182758620689656, 8.476868327402135]","[11.794736842105262, 7.449056603773585, 13.027491408934708, 7.247272727272727]","[12.891428571428571, 8.319066147859923, 11.924460431654676, 8.601532567049809]","[8.616666666666667, 5.405693950177936, 13.811827956989248, 6.309859154929577]","[9.165745856353592, 6.3161764705882355, 12.682215743440233, 7.456953642384106]"
