,0,1,2,3
0,0.21037195040661244,0.22690307958938807,0.18877483002266365,0.3739501399813358
1,0.22143714171443807,0.21450473270230636,0.18904146113851486,0.3750166644447407
2,0.28316224503399545,0.20197307025729902,0.1721103852819624,0.3427542994267431
3,0.7292361018530863,0.09825356619117451,0.0967870950539928,0.07572323690174644
4,0.5033995467271031,0.18237568324223438,0.16171177176376483,0.15251299826689774
5,0.6369817357685642,0.12824956672443674,0.1354486068524197,0.09932009065457939
6,0.22370350619917345,0.2776963071590455,0.19277429676043195,0.3058258898813492
7,0.1867750966537795,0.19664044794027463,0.15251299826689774,0.4640714571390481
8,0.13891481135848555,0.24076789761365153,0.23583522197040394,0.384482069057459
9,0.39874683375549924,0.2834288761498467,0.18224236768430876,0.13558192241034528
10,0.22756965737901613,0.2794294094120784,0.2030395947207039,0.28996133848820155
11,0.3080922543660845,0.24796693774163445,0.20543927476336488,0.23850153312891614
12,0.18650846553792827,0.29502732968937473,0.24770030662578324,0.27076389814691376
13,0.32622317024396746,0.2632982269030796,0.16571123850153313,0.2447673643514198
14,0.16051193174243433,0.2890281295827223,0.19450739901346487,0.35595253966137846
15,0.3346220503932809,0.24916677776296495,0.13731502466337822,0.278896147180376
16,0.18197573656845753,0.33648846820423944,0.169177443007599,0.31235835221970404
17,0.22437008398880148,0.28662844954006134,0.18237568324223438,0.3066257832289028
18,0.04999333422210372,0.3223570190641248,0.1813091587788295,0.446340487934942
19,0.23423543527529664,0.3362218370883882,0.23436875083322223,0.19517397680309292
20,0.17451006532462338,0.31755765897880284,0.2687641647780296,0.2391681109185442
21,0.21983735501933074,0.35835221970403947,0.19344087455005998,0.22836955072656978
22,0.07852286361818424,0.411145180642581,0.1735768564191441,0.3367550993200907
23,0.06332489001466471,0.44260765231302496,0.20397280362618317,0.29009465404612716
24,0.1342487668310892,0.3343554192774297,0.2828956139181443,0.2485001999733369
25,0.08212238368217571,0.3299560058658845,0.306892414344754,0.2810291961071857
26,0.05225969870683909,0.32555659245433943,0.2863618184242101,0.3358218904146114
27,0.09118784162111719,0.29249433408878817,0.25236635115317957,0.36395147313691506
28,0.08625516597786961,0.2972936941741101,0.2938274896680443,0.322623650179976
29,0.08558858818824157,0.3332888948140248,0.23423543527529664,0.346887081722437
30,0.22876949740034663,0.25503266231169175,0.25916544460738566,0.2570323956805759
31,0.2433008932142381,0.32608985468604185,0.2282362351686442,0.20237301693107584
32,0.07838954806025863,0.30489268097586986,0.3011598453539528,0.3155579256099187
33,0.11185175309958673,0.2852952939608052,0.2592987601653113,0.3435541927742968
34,0.069724036795094,0.3076923076923077,0.2806292494334089,0.3419544060791894
35,0.21277163044927344,0.35301959738701505,0.19650713238234901,0.2377016397813625
36,0.10931875749900014,0.433008932142381,0.21290494600719903,0.2447673643514198
37,0.14811358485535261,0.400213304892681,0.231035861885082,0.22063724836688442
38,0.17291027862951605,0.3695507265697907,0.2391681109185442,0.21837088388214904
39,0.1626449806692441,0.4034128782828956,0.21143847487001732,0.22250366617784295
40,0.40514598053592854,0.23596853752832955,0.16824423410211972,0.19064124783362218
41,0.36621783762165044,0.26143180909212105,0.1789094787361685,0.19344087455005998
42,0.4116784428742834,0.2314358085588588,0.17597653646180508,0.18090921210505265
43,0.40247966937741636,0.26836421810425276,0.1586455139314758,0.17051059858685508
44,0.38528196240501267,0.23983468870817223,0.16184508732169045,0.21303826156512465
45,0.2776963071590455,0.2796960405279296,0.20690574590054658,0.23570190641247835
46,0.17251033195573923,0.3238234902013065,0.21583788828156245,0.28782828956139184
47,0.2846287161711772,0.3138248233568858,0.15277962938274897,0.2487668310891881
48,0.4946007199040128,0.18504199440074656,0.1933075589921344,0.12704972670310624
49,0.3746167177709639,0.2366351153179576,0.22743634182109052,0.161311825089988
50,0.5007332355685908,0.1933075589921344,0.1962405012664978,0.10971870417277696
51,0.537261698440208,0.20290627916277829,0.15557925609918677,0.10425276629782695
52,0.4170110651913078,0.2393014264764698,0.2205039328089588,0.12318357552326356
53,0.5080655912544993,0.14611385148646847,0.20103986135181975,0.14478069590721238
54,0.39474736701773094,0.23076923076923078,0.22370350619917345,0.15077989601386482
55,0.5233968804159446,0.180109318757499,0.19290761231835754,0.10358618850819891
56,0.185575256632449,0.3063591521130516,0.30289294760698576,0.20517264364751367
57,0.09478736168510865,0.32062391681109187,0.32582322357019067,0.25876549793360887
